"SITE_ID","LSAT8_PPPRRR","DATE","SST","LATITUDE","LONGITUDE","species","BATHY"
"PSMI214",11030,20151109,10.849,43.98161,-69.5636,"ShellFish",-4.2636
"PSMI314",11030,20151109,10.781,43.98164,-69.5649,"Urchin",-4.3089
"SEW210",11030,20151109,10.486,43.7351,-69.8479,"Urchin",NA
"SEW413",11030,20151109,10.355,43.72715,-69.8495,"Urchin",-0.5189
"SEW515",11030,20151109,10.499,43.73721,-69.8461,"SeaVeg",NA
"SHAW114",11030,20151109,10.917,43.90967,-69.5674,"Urchin",-13.1578
"SHAW214",11030,20151109,10.917,43.90967,-69.5675,"Urchin",-13.8096
"WHIS112",11030,20151109,10.677,43.71767,-70.1253,"Urchin",-0.7676
"WHIS213",11030,20151109,11.154,43.7193,-70.1281,"Finfish",-1.6868
"YENT111",11030,20151109,10.46,43.85713,-69.6642,"Urchin",-2.0833
"YENT214",11030,20151109,10.402,43.86272,-69.672,"ShellFish",-4.8051
"ATW215",11030,20151109,10.886,43.98116,-69.0755,"Finfish",-1.1858
"ATW315",11030,20151109,10.959,43.98153,-69.0756,"SeaVeg",-1.5811
"ATW415",11030,20151109,11,43.98167,-69.0754,"Urchin",-2.6364
"BARK115",11030,20151109,10.394,44.04475,-69.5131,"Finfish",NA
"BARK215",11030,20151109,10.805,43.92958,-69.5739,"SeaVeg",-10.0325
"BARK315",11030,20151109,10.807,43.92964,-69.5739,"SeaVeg",-9.7804
"BMRC115",11030,20151109,11.06,43.82873,-70.0161,"ShellFish",NA
"BSEW115",11030,20151109,10.685,43.73019,-69.8683,"Finfish",-7.4877
"BSEW215",11030,20151109,10.755,43.73134,-69.867,"SeaVeg",-11.4504
"BSEW315",11030,20151109,10.711,43.73246,-69.8662,"ShellFish",-8.4915
"BSEW415",11030,20151109,10.572,43.73374,-69.8662,"Urchin",-4.332
"BUTT214",11030,20151109,10.481,43.78194,-70.1072,"Finfish",-0.3539
"CHE308",11030,20151109,10.591,43.90978,-69.5337,"Urchin",-0.1218
"FARM114",11030,20151109,10.279,44.0351,-69.6056,"Finfish",-1.551
"HAM108",11030,20151109,10.648,44.0388,-69.1192,"ShellFish",-1.4744
"HAM208",11030,20151109,10.648,44.0388,-69.1192,"Finfish",-1.4744
"HOR105",11030,20151109,10.47,43.7838,-70.11,"SeaVeg",-0.4207
"HOR408",11030,20151109,10.528,43.78512,-70.1085,"ShellFish",-0.2752
"JOHN615",11030,20151109,10.599,43.84333,-69.976,"SeaVeg",-2.5411
"KON213",11030,20151109,10.35,43.99723,-69.3606,"Urchin",-4.0197
"LOVE115",11030,20151109,10.661,43.73117,-69.8733,"SeaVeg",-8.3789
"LOVE215",11030,20151109,10.68,43.73035,-69.8727,"SeaVeg",-7.9697
"LOVE315",11030,20151109,10.693,43.7332,-69.874,"ShellFish",-15.7067
"LOVE415",11030,20151109,10.47,43.73568,-69.8729,"Urchin",-14.7102
"LSMI215",11030,20151109,10.562,43.83153,-69.9296,"SeaVeg",-1.0094
"MORS114",11030,20151109,10.606,43.87081,-69.8985,"Finfish",-0.77
"NMAR115",11030,20151109,10.455,43.83387,-69.8516,"ShellFish",-0.4939
"NMAR315",11030,20151109,10.57,43.87619,-69.891,"Urchin",-2.3327
"PER107",11030,20151109,10.439,43.77164,-70.184,"SeaVeg",-0.1996
"PGRA114",11030,20151109,10.559,43.86463,-69.9028,"Urchin",-0.6902
"PGRA214",11030,20151109,10.559,43.86463,-69.9031,"SeaVeg",-0.539
"PGRA314",11030,20151109,10.625,43.86463,-69.9033,"Finfish",-0.4257
"PSTO514",11030,20151109,10.742,43.84372,-69.8834,"SeaVeg",-11.0631
"PSTO615",11030,20151109,10.995,43.73771,-70.1693,"Finfish",-14.2373
"PSTO715",11030,20151109,11.055,43.73701,-70.1696,"SeaVeg",-14.2719
"ROGE115",11030,20151109,10.567,43.79481,-69.953,"Urchin",-3.021
"ROGE215",11030,20151109,10.567,43.79495,-69.953,"SeaVeg",-3.0233
"ROGE315",11030,20151109,10.627,43.79522,-69.9529,"ShellFish",-2.6001
"ROGE415",11030,20151109,10.724,43.79556,-69.9529,"SeaVeg",-2.5961
"STEV108",11030,20151109,10.625,43.78512,-70.1089,"Finfish",-0.2795
"STEV208",11030,20151109,10.659,43.78512,-70.1093,"SeaVeg",-0.3352
"STEV308",11030,20151109,9.325,43.79422,-70.1404,"Finfish",-1.5622
"STEV409",11030,20151109,10.635,44.02598,-69.6144,"Urchin",-0.1
"STOL114",11030,20151109,10.517,43.8321,-69.7362,"ShellFish",-0.7725
"SWEN114",11030,20151109,10.101,44.02576,-69.5411,"Finfish",-0.3253
"SWEN214",11030,20151109,10.101,44.02577,-69.5411,"ShellFish",-0.3253
"SYEN115",11030,20151109,10.58,43.8575,-69.6639,"Urchin",-2.0637
"THAR114",11030,20151109,11.174,43.4731,-70.3653,"ShellFish",-9.7214
"WHIS314",11030,20151109,10.596,43.71762,-70.1251,"SeaVeg",-0.5794
"AND04",11030,20151125,2.082,44.02529,-69.5402,"SeaVeg",-0.4396
"ANDR214",11030,20151125,7.501,43.86722,-69.5673,"Urchin",-6.8846
"BEE108",11030,20151125,6.97,43.74822,-70.0413,"ShellFish",-1.7756
"BEE208",11030,20151125,5.209,43.74781,-70.0341,"Finfish",-0.5753
"BEE309",11030,20151125,5.209,43.74773,-70.0343,"ShellFish",-0.3031
"BEE409",11030,20151125,5.209,43.74763,-70.0344,"SeaVeg",-0.2938
"BMCK115",11030,20151125,6.218,43.75876,-70.191,"Finfish",-0.674
"BMRC215",11030,20151125,4.914,43.82835,-70.0157,"Urchin",-1.5365
"BOL110",11030,20151125,4.489,43.84095,-69.7332,"SeaVeg",-1.3718
"BOL312",11030,20151125,5.13,43.82917,-69.7425,"SeaVeg",-0.5946
"BOL412",11030,20151125,4.626,43.83833,-69.7383,"Finfish",-1.0792
"BUTT114",11030,20151125,6.09,43.78056,-70.1106,"ShellFish",-1.3724
"BUTT314",11030,20151125,5.735,43.77944,-70.1067,"ShellFish",-1.4537
"BUTT414",11030,20151125,6.543,43.7775,-70.1008,"Urchin",-4.8346
"CAR412",11030,20151125,6.666,43.54518,-70.334,"ShellFish",-0.1
"CYEN112",11030,20151125,4.676,43.85747,-69.6642,"Urchin",-2.3134
"DESA114",11030,20151125,6.46,44.04039,-69.1187,"ShellFish",-1.1961
"FAUX114",11030,20151125,1.418,44.0457,-69.5188,"Urchin",-0.1
"FAUX214",11030,20151125,1.418,44.04572,-69.5188,"ShellFish",-0.1
"GELA115",11030,20151125,5.449,43.8261,-70.0109,"SeaVeg",-3.0773
"GETC115",11030,20151125,3.891,43.85885,-69.6702,"SeaVeg",-4.2595
"GLAD215",11030,20151125,4.635,43.98527,-69.5579,"ShellFish",-3.5406
"GLAD315",11030,20151125,4.635,43.98517,-69.5579,"SeaVeg",-3.738
"GOT414",11030,20151125,7.318,43.35972,-70.4352,"SeaVeg",-0.4846
"GRE105",11030,20151125,7.318,43.73217,-70.1663,"ShellFish",-6.028
"GRE310",11030,20151125,6.608,43.73489,-70.165,"Finfish",-0.8211
"GRI107",11030,20151125,4.78,43.98421,-69.5632,"Urchin",-1.7682
"HAM311",11030,20151125,5.863,44.03838,-69.1192,"Finfish",-1.2171
"HAM413",11030,20151125,4.096,44.05442,-69.1271,"Urchin",NA
"HAMI115",11030,20151125,4.572,43.87698,-69.8963,"Finfish",-0.6805
"HIG112",11030,20151125,7.391,43.84832,-69.6321,"SeaVeg",-3.7136
"HIG212",11030,20151125,6.884,43.85793,-69.6023,"SeaVeg",-3.5501
"HOR509",11030,20151125,2.463,43.82147,-70.1052,"ShellFish",-0.1546
"HUNT115",11030,20151125,3.987,43.81766,-69.9105,"Finfish",-3.4733
"HUNT215",11030,20151125,4.414,43.81619,-69.9079,"SeaVeg",-1.1829
"JAM309",11030,20151125,1.899,43.94739,-69.7111,"Urchin",NA
"JOHN715",11030,20151125,5.138,43.813,-70.0144,"ShellFish",-2.7695
"KRAM113",11030,20151125,5.258,43.86667,-69.8744,"Urchin",-2.0605
"KRAM213",11030,20151125,5.138,43.86501,-69.8741,"Finfish",-1.6761
"LEW109",11030,20151125,4.955,43.93271,-69.6517,"Finfish",-0.1
"LSMI115",11030,20151125,4,43.83138,-69.9297,"ShellFish",-0.8785
"MELA115",11030,20151125,4.847,43.96924,-69.5665,"ShellFish",-2.1292
"MELA215",11030,20151125,4.889,43.96916,-69.5667,"ShellFish",-2.1838
"MOZE114",11030,20151125,2.831,44.00675,-69.541,"SeaVeg",-1.6642
"MOZE214",11030,20151125,3.248,44.00817,-69.5421,"SeaVeg",-0.9229
"MOZE314",11030,20151125,3.635,44.00817,-69.5398,"Urchin",-1.4712
"MOZE414",11030,20151125,3.109,44.00747,-69.541,"Urchin",-1.1756
"NMAR215",11030,20151125,5.937,43.86916,-69.8933,"Urchin",-3.2969
"NMAR415",11030,20151125,5.366,43.87266,-69.8922,"SeaVeg",-1.7496
"PER209",11030,20151125,6.678,43.5481,-70.3414,"ShellFish",NA
"PIER115",11030,20151125,7.125,43.45556,-70.3414,"ShellFish",-4.4415
"PSMI114",11030,20151125,5.25,43.98242,-69.5645,"SeaVeg",-3.9713
"PSMI214",11030,20151125,5.437,43.98161,-69.5636,"ShellFish",-4.2636
"PSMI314",11030,20151125,5.217,43.98164,-69.5649,"Urchin",-4.3089
"PSMI414",11030,20151125,2.979,44.03269,-69.534,"Finfish",-1.5482
"SEW210",11030,20151125,6.37,43.7351,-69.8479,"Urchin",NA
"SEW413",11030,20151125,5.345,43.72715,-69.8495,"Urchin",-0.5189
"SEW515",11030,20151125,5.826,43.73721,-69.8461,"SeaVeg",NA
"SHAW114",11030,20151125,6.51,43.90967,-69.5674,"Urchin",-13.1578
"SHAW214",11030,20151125,6.51,43.90967,-69.5675,"Urchin",-13.8096
"WHIS112",11030,20151125,5.242,43.71767,-70.1253,"Urchin",-0.7676
"WHIS213",11030,20151125,7.068,43.7193,-70.1281,"Finfish",-1.6868
"YENT111",11030,20151125,4.839,43.85713,-69.6642,"Urchin",-2.0833
"YENT214",11030,20151125,6.423,43.86272,-69.672,"ShellFish",-4.8051
"ATW215",11030,20151125,6.185,43.98116,-69.0755,"Finfish",-1.1858
"ATW315",11030,20151125,7.24,43.98153,-69.0756,"SeaVeg",-1.5811
"ATW415",11030,20151125,8.084,43.98167,-69.0754,"Urchin",-2.6364
"BARK115",11030,20151125,2.209,44.04475,-69.5131,"Finfish",NA
"BARK215",11030,20151125,6.596,43.92958,-69.5739,"SeaVeg",-10.0325
"BARK315",11030,20151125,6.588,43.92964,-69.5739,"SeaVeg",-9.7804
"BMRC115",11030,20151125,4.526,43.82873,-70.0161,"ShellFish",NA
"BSEW115",11030,20151125,7.35,43.73019,-69.8683,"Finfish",-7.4877
"BSEW215",11030,20151125,7.379,43.73134,-69.867,"SeaVeg",-11.4504
"BSEW315",11030,20151125,7.322,43.73246,-69.8662,"ShellFish",-8.4915
"BSEW415",11030,20151125,7.138,43.73374,-69.8662,"Urchin",-4.332
"BUTT214",11030,20151125,5.731,43.78194,-70.1072,"Finfish",-0.3539
"CHE308",11030,20151125,3.118,43.90978,-69.5337,"Urchin",-0.1218
"FARM114",11030,20151125,2.467,44.0351,-69.6056,"Finfish",-1.551
"HAM108",11030,20151125,6.172,44.0388,-69.1192,"ShellFish",-1.4744
"HAM208",11030,20151125,6.172,44.0388,-69.1192,"Finfish",-1.4744
"HOR105",11030,20151125,5.42,43.7838,-70.11,"SeaVeg",-0.4207
"HOR408",11030,20151125,6.09,43.78512,-70.1085,"ShellFish",-0.2752
"JOHN615",11030,20151125,4.868,43.84333,-69.976,"SeaVeg",-2.5411
"KON213",11030,20151125,4.689,43.99723,-69.3606,"Urchin",-4.0197
"LOVE115",11030,20151125,7.416,43.73117,-69.8733,"SeaVeg",-8.3789
"LOVE215",11030,20151125,7.559,43.73035,-69.8727,"SeaVeg",-7.9697
"LOVE315",11030,20151125,7.387,43.7332,-69.874,"ShellFish",-15.7067
"LOVE415",11030,20151125,7.559,43.73568,-69.8729,"Urchin",-14.7102
"LSMI215",11030,20151125,4.075,43.83153,-69.9296,"SeaVeg",-1.0094
"MORS114",11030,20151125,4.547,43.87081,-69.8985,"Finfish",-0.77
"NMAR115",11030,20151125,3.332,43.83387,-69.8516,"ShellFish",-0.4939
"NMAR315",11030,20151125,4.68,43.87619,-69.891,"Urchin",-2.3327
"PER107",11030,20151125,4.526,43.77164,-70.184,"SeaVeg",-0.1996
"PGRA114",11030,20151125,4.868,43.86463,-69.9028,"Urchin",-0.6902
"PGRA214",11030,20151125,4.868,43.86463,-69.9031,"SeaVeg",-0.539
"PGRA314",11030,20151125,4.651,43.86463,-69.9033,"Finfish",-0.4257
"PSTO514",11030,20151125,6.259,43.84372,-69.8834,"SeaVeg",-11.0631
"PSTO615",11030,20151125,7.338,43.73771,-70.1693,"Finfish",-14.2373
"PSTO715",11030,20151125,7.228,43.73701,-70.1696,"SeaVeg",-14.2719
"ROGE115",11030,20151125,4.884,43.79481,-69.953,"Urchin",-3.021
"ROGE215",11030,20151125,4.884,43.79495,-69.953,"SeaVeg",-3.0233
"ROGE315",11030,20151125,5.179,43.79522,-69.9529,"ShellFish",-2.6001
"ROGE415",11030,20151125,5.697,43.79556,-69.9529,"SeaVeg",-2.5961
"SIM204",11030,20151125,2.979,44.03271,-69.534,"ShellFish",-1.5284
"STEV108",11030,20151125,6.172,43.78512,-70.1089,"Finfish",-0.2795
"STEV208",11030,20151125,6.201,43.78512,-70.1093,"SeaVeg",-0.3352
"STEV308",11030,20151125,2.89,43.79422,-70.1404,"Finfish",-1.5622
"STEV409",11030,20151125,2.302,44.02598,-69.6144,"Urchin",-0.1
"STOL114",11030,20151125,3.983,43.8321,-69.7362,"ShellFish",-0.7725
"SWEN114",11030,20151125,2.442,44.02576,-69.5411,"Finfish",-0.3253
"SWEN214",11030,20151125,2.442,44.02577,-69.5411,"ShellFish",-0.3253
"SYEN115",11030,20151125,3.933,43.8575,-69.6639,"Urchin",-2.0637
"THAR114",11030,20151125,7.958,43.4731,-70.3653,"ShellFish",-9.7214
"WHIS314",11030,20151125,4.518,43.71762,-70.1251,"SeaVeg",-0.5794
"AJAG316",11030,20160128,1.158,43.75667,-70.1656,"Finfish",-6.5424
"AJAG416",11030,20160128,1.117,43.7575,-70.1694,"ShellFish",-6.6734
"AND04",11030,20160128,0.013,44.02529,-69.5402,"SeaVeg",-0.4396
"ANDR214",11030,20160128,3.572,43.86722,-69.5673,"Urchin",-6.8846
"ANDR316",11030,20160128,3.207,43.87028,-69.56659,"ShellFish",-1.1668
"ASTG116",11030,20160128,0.306,43.826276,-70.011469,"SeaVeg",-4.5428
"BEE108",11030,20160128,2.948,43.74822,-70.0413,"ShellFish",-1.7756
"BEE208",11030,20160128,2.335,43.74781,-70.0341,"Finfish",-0.5753
"BEE309",11030,20160128,2.335,43.74773,-70.0343,"ShellFish",-0.3031
"BEE409",11030,20160128,2.335,43.74763,-70.0344,"SeaVeg",-0.2938
"BMCK115",11030,20160128,0.932,43.75876,-70.191,"Finfish",-0.674
"BMRC215",11030,20160128,0.323,43.82835,-70.0157,"Urchin",-1.5365
"BOL110",11030,20160128,2.682,43.84095,-69.7332,"SeaVeg",-1.3718
"BOL312",11030,20160128,2.884,43.82917,-69.7425,"SeaVeg",-0.5946
"BOL412",11030,20160128,3.096,43.83833,-69.7383,"Finfish",-1.0792
"BPAR116",11030,20160128,-0.862,44.04694,-69.5173,"Urchin",-0.1
"BPAR216",11030,20160128,-0.772,44.04728,-69.5168,"SeaVeg",NA
"BUTT114",11030,20160128,1.931,43.78056,-70.1106,"ShellFish",-1.3724
"BUTT314",11030,20160128,1.332,43.77944,-70.1067,"ShellFish",-1.4537
"BUTT414",11030,20160128,1.846,43.7775,-70.1008,"Urchin",-4.8346
"CGRE116",11030,20160128,-1.576,43.85263,-70.008,"Urchin",-0.3722
"CGRE216",11030,20160128,-1.576,43.85266,-70.008,"Finfish",-0.3722
"CGRE316",11030,20160128,-1.576,43.85269,-70.0079,"ShellFish",-0.3617
"CNIV116",11030,20160128,-0.341,43.83032,-70.02494722,"ShellFish",-3.372
"CNIV216",11030,20160128,-0.341,43.83039,-70.025025,"Finfish",-3.75
"CNIV316",11030,20160128,-0.341,43.83054,-70.02486472,"Urchin",-3.5325
"CNIV416",11030,20160128,-0.372,43.83061,-70.0249444,"Urchin",-3.7727
"CYEN112",11030,20160128,3.147,43.85747,-69.6642,"Urchin",-2.3134
"DDEV116",11030,20160128,-0.07,43.82768,-70.0079,"ShellFish",-1.9081
"DDEV216",11030,20160128,-0.022,43.82777,-70.0079,"Urchin",-2.4614
"DDEV316",11030,20160128,-0.393,43.83035,-70.003,"SeaVeg",-2.6125
"DDEV416",11030,20160128,-0.351,43.83024,-70.0032,"Finfish",-2.573
"DNIV116",11030,20160128,-0.789,43.82693,-70.0254,"ShellFish",-1.3409
"DNIV216",11030,20160128,-0.219,43.827272,-70.026261,"ShellFish",-2.8243
"DNIV316",11030,20160128,-0.219,43.82722,-70.0264,"Urchin",-2.9492
"DNIV416",11030,20160128,-0.067,43.82734,-70.02651667,"Finfish",-3.3817
"ELOV116",11030,20160128,1.826,43.68948,-70.1687,"Urchin",-3.5653
"FAUX114",11030,20160128,-0.765,44.0457,-69.5188,"Urchin",-0.1
"FAUX214",11030,20160128,-0.765,44.04572,-69.5188,"ShellFish",-0.1
"GELA115",11030,20160128,0.279,43.8261,-70.0109,"SeaVeg",-3.0773
"GLAD215",11030,20160128,0.613,43.98527,-69.5579,"ShellFish",-3.5406
"GLAD315",11030,20160128,0.613,43.98517,-69.5579,"SeaVeg",-3.738
"GOT414",11030,20160128,3.986,43.35972,-70.4352,"SeaVeg",-0.4846
"GRE105",11030,20160128,2.243,43.73217,-70.1663,"ShellFish",-6.028
"GRE310",11030,20160128,1.646,43.73489,-70.165,"Finfish",-0.8211
"GRI107",11030,20160128,0.43,43.98421,-69.5632,"Urchin",-1.7682
"GSTE116",11030,20160128,-0.414,44.00191,-69.5386,"SeaVeg",-2.9306
"GSTE216",11030,20160128,-0.41,44.00137,-69.5387,"Finfish",-3.0321
"GSTE316",11030,20160128,-0.424,44.00108,-69.5387,"SeaVeg",-2.9985
"GSTE416",11030,20160128,-0.504,44.0007,-69.5389,"SeaVeg",-3.0203
"HAMI115",11030,20160128,-0.233,43.87698,-69.8963,"Finfish",-0.6805
"HIG112",11030,20160128,4.046,43.84832,-69.6321,"SeaVeg",-3.7136
"HIG212",11030,20160128,3.969,43.85793,-69.6023,"SeaVeg",-3.5501
"HOR509",11030,20160128,-0.306,43.82147,-70.1052,"ShellFish",-0.1546
"HUNT115",11030,20160128,0.884,43.81766,-69.9105,"Finfish",-3.4733
"HUNT215",11030,20160128,1.663,43.81619,-69.9079,"SeaVeg",-1.1829
"JAM309",11030,20160128,-0.254,43.94739,-69.7111,"Urchin",NA
"JHER116",11030,20160128,2.979,43.7301,-69.8463,"Urchin",-1.0557
"JOHN715",11030,20160128,0.154,43.813,-70.0144,"ShellFish",-2.7695
"JPOW116",11030,20160128,2.064,43.77065,-69.996,"Finfish",-2.4048
"JPUT116",11030,20160128,2.544,43.72167,-70.1122,"SeaVeg",-0.8196
"JPUT216",11030,20160128,2.726,43.717958,-70.12995,"Urchin",-4.9118
"JSMI116",11030,20160128,4.451,43.83917,-69.6758,"ShellFish",-7.6494
"KRAM113",11030,20160128,0.478,43.86667,-69.8744,"Urchin",-2.0605
"KRAM213",11030,20160128,0.767,43.86501,-69.8741,"Finfish",-1.6761
"LEW109",11030,20160128,2.142,43.93271,-69.6517,"Finfish",-0.1
"LMAR116",11030,20160128,0.595,43.86917,-69.8935,"ShellFish",-3.0101
"LMAR216",11030,20160128,0.561,43.87266,-69.8924,"SeaVeg",-1.2472
"LMAR316",11030,20160128,0.561,43.87266,-69.8923,"Urchin",-1.4984
"LMAR416",11030,20160128,0.644,43.86917,-69.8936,"SeaVeg",-2.8722
"LSMI115",11030,20160128,0.168,43.83138,-69.9297,"ShellFish",-0.8785
"LSMI316",11030,20160128,0.185,43.8315,-69.9297,"SeaVeg",-0.8703
"LSMI416",11030,20160128,0.244,43.83266,-69.9293,"SeaVeg",-1.2829
"LSMI516",11030,20160128,0.244,43.83265,-69.9292,"Urchin",-1.5151
"MACK112",11030,20160128,-0.848,43.91031,-69.8698,"Finfish",-0.6218
"MDAR116",11030,20160128,2.189,43.731972,-70.156472,"ShellFish",-7.5209
"MELA115",11030,20160128,0.396,43.96924,-69.5665,"ShellFish",-2.1292
"MELA215",11030,20160128,0.523,43.96916,-69.5667,"ShellFish",-2.1838
"MFIS116",11030,20160128,0.664,43.81224,-69.9915,"Finfish",-6.256
"MMCC416",11030,20160128,-1.847,44.006767,-69.164967,"Urchin",NA
"MNEW116",11030,20160128,2.608,43.9299,-69.5757,"Urchin",-3.149
"MNEW216",11030,20160128,2.733,43.92953,-69.5768,"ShellFish",-4.9781
"MOZE114",11030,20160128,0.061,44.00675,-69.541,"SeaVeg",-1.6642
"MOZE214",11030,20160128,0.334,44.00817,-69.5421,"SeaVeg",-0.9229
"MOZE314",11030,20160128,0.237,44.00817,-69.5398,"Urchin",-1.4712
"MOZE414",11030,20160128,0.154,44.00747,-69.541,"Urchin",-1.1756
"MWIL116",11030,20160128,1,43.80189,-69.94885,"SeaVeg",-4.7979
"NMAR215",11030,20160128,0.595,43.86916,-69.8933,"Urchin",-3.2969
"NMAR415",11030,20160128,0.561,43.87266,-69.8922,"SeaVeg",-1.7496
"NMAR516",11030,20160128,0.595,43.86917,-69.8934,"Finfish",-3.1075
"PER209",11030,20160128,2.861,43.5481,-70.3414,"ShellFish",NA
"PER516",11030,20160128,3.612,43.56036,-70.2198,"SeaVeg",-2.7555
"PETE112",11030,20160128,-0.473,43.91047,-69.8698,"ShellFish",-0.6193
"PGRA116",11030,20160128,0.53,43.86429,-69.9029,"Urchin",-0.8183
"PGRA216",11030,20160128,0.523,43.86443,-69.9026,"Urchin",-1.0488
"PGRA316",11030,20160128,0.516,43.86459,-69.9023,"ShellFish",-0.8739
"PIER115",11030,20160128,2.456,43.45556,-70.3414,"ShellFish",-4.4415
"PRAN116",11030,20160128,1.874,43.80527,-69.8886,"SeaVeg",-0.3358
"PSMI114",11030,20160128,0.589,43.98242,-69.5645,"SeaVeg",-3.9713
"PSMI214",11030,20160128,0.743,43.98161,-69.5636,"ShellFish",-4.2636
"PSMI314",11030,20160128,0.788,43.98164,-69.5649,"Urchin",-4.3089
"PSMI414",11030,20160128,0.65,44.03269,-69.534,"Finfish",-1.5482
"RVAC116",11030,20160128,0.254,43.87619,-69.8913,"SeaVeg",-1.4596
"RVAC216",11030,20160128,0.54,43.87266,-69.8925,"ShellFish",-0.9068
"RVAC316",11030,20160128,0.254,43.87619,-69.8911,"ShellFish",-1.9835
"RVAC416",11030,20160128,0.254,43.87619,-69.8912,"Urchin",-1.8089
"SBEL116",11030,20160128,4.036,43.84583,-69.6292,"Urchin",-7.2038
"SCAN116",11030,20160128,1.636,43.81661,-69.908,"SeaVeg",-1.8552
"SEW413",11030,20160128,2.726,43.72715,-69.8495,"Urchin",-0.5189
"SEW515",11030,20160128,2.703,43.73721,-69.8461,"SeaVeg",NA
"SHAW114",11030,20160128,2.686,43.90967,-69.5674,"Urchin",-13.1578
"SHAW214",11030,20160128,2.686,43.90967,-69.5675,"Urchin",-13.8096
"SIM312",11030,20160128,-0.848,43.91042,-69.8697,"ShellFish",-0.7355
"SIM412",11030,20160128,-0.848,43.91036,-69.8697,"SeaVeg",-0.7355
"TOLS116",11030,20160128,2.189,43.70418,-70.2089,"SeaVeg",-6.8935
"TOLS216",11030,20160128,2.189,43.70411667,-70.20751667,"Urchin",-7.1543
"TOLS316",11030,20160128,2.898,43.70476667,-70.18945,"Finfish",-12.2402
"TOLS416",11030,20160128,2.908,43.70468333,-70.18945,"SeaVeg",-12.2535
"WHIS112",11030,20160128,1.148,43.71767,-70.1253,"Urchin",-0.7676
"WHIS213",11030,20160128,2.524,43.7193,-70.1281,"Finfish",-1.6868
"WHIS416",11030,20160128,2.585,43.71918,-70.1288,"ShellFish",-2.4518
"YENT111",11030,20160128,3.116,43.85713,-69.6642,"Urchin",-2.0833
"YENT214",11030,20160128,4.288,43.86272,-69.672,"ShellFish",-4.8051
"AJAG116",11030,20160128,0.002,43.755,-70.1544,"SeaVeg",-4.9206
"AJAG216",11030,20160128,-0.122,43.75528,-70.1539,"Finfish",-4.5403
"AMOE116",11030,20160128,1.151,43.78861,-70.1247,"ShellFish",-0.2571
"AMOE216",11030,20160128,1.144,43.78833,-70.1247,"SeaVeg",-0.3149
"BARK115",11030,20160128,-0.807,44.04475,-69.5131,"Finfish",NA
"BARK215",11030,20160128,2.419,43.92958,-69.5739,"SeaVeg",-10.0325
"BARK315",11030,20160128,2.466,43.92964,-69.5739,"SeaVeg",-9.7804
"BMRC115",11030,20160128,0.585,43.82873,-70.0161,"ShellFish",NA
"BSEW115",11030,20160128,3.892,43.73019,-69.8683,"Finfish",-7.4877
"BSEW215",11030,20160128,3.706,43.73134,-69.867,"SeaVeg",-11.4504
"BSEW315",11030,20160128,3.659,43.73246,-69.8662,"ShellFish",-8.4915
"BSEW415",11030,20160128,3.498,43.73374,-69.8662,"Urchin",-4.332
"BUTT214",11030,20160128,1.972,43.78194,-70.1072,"Finfish",-0.3539
"CHE308",11030,20160128,2.375,43.90978,-69.5337,"Urchin",-0.1218
"CUND116",11030,20160128,3.782,43.73162,-69.9341,"ShellFish",-10.642
"CUND216",11030,20160128,3.816,43.73099,-69.9337,"ShellFish",-11.2648
"CUND316",11030,20160128,3.682,43.72972,-69.9331,"Finfish",-14.1184
"CUND416",11030,20160128,3.749,43.72903,-69.9329,"Urchin",-14.7348
"FARM114",11030,20160128,0.351,44.0351,-69.6056,"Finfish",-1.551
"KON213",11030,20160128,1.618,43.99723,-69.3606,"Urchin",-4.0197
"LOVE115",11030,20160128,3.952,43.73117,-69.8733,"SeaVeg",-8.3789
"LOVE215",11030,20160128,3.926,43.73035,-69.8727,"SeaVeg",-7.9697
"LOVE315",11030,20160128,3.942,43.7332,-69.874,"ShellFish",-15.7067
"LOVE415",11030,20160128,3.816,43.73568,-69.8729,"Urchin",-14.7102
"LSTO116",11030,20160128,2.25,43.73272,-70.1629,"Urchin",-11.7957
"MORS114",11030,20160128,0.451,43.87081,-69.8985,"Finfish",-0.77
"MORS216",11030,20160128,0.451,43.87082,-69.8985,"Urchin",-0.77
"MSTE116",11030,20160128,0.037,44.01455,-69.5485,"Urchin",-0.5028
"MSTE216",11030,20160128,0.058,44.0144,-69.5479,"Urchin",-1.4892
"MSTE316",11030,20160128,-0.095,44.0139,-69.5486,"Finfish",-0.6616
"MSTE416",11030,20160128,-0.008,44.01378,-69.5482,"SeaVeg",-1.0318
"NMAR315",11030,20160128,0.203,43.87619,-69.891,"Urchin",-2.3327
"PER107",11030,20160128,0.313,43.77164,-70.184,"SeaVeg",-0.1996
"PGRA416",11030,20160128,1.533,43.85261,-69.8837,"SeaVeg",-4.9132
"PHOR211",11030,20160128,0.599,43.81932,-70.1072,"Urchin",-1.3486
"PRAN216",11030,20160128,2.399,43.80485,-69.8873,"Finfish",-1.6679
"PSTO1016",11030,20160128,2.135,43.73432,-70.1618,"Finfish",-12.3343
"PSTO514",11030,20160128,1.863,43.84372,-69.8834,"SeaVeg",-11.0631
"PSTO816",11030,20160128,2.351,43.73322,-70.1627,"Finfish",-11.6687
"PSTO916",11030,20160128,2.26,43.73375,-70.1624,"Finfish",-11.669
"ROGE115",11030,20160128,0.832,43.79481,-69.953,"Urchin",-3.021
"ROGE215",11030,20160128,0.832,43.79495,-69.953,"SeaVeg",-3.0233
