"ID","SITE_ID","LATITUDE","LONGITUDE","species","equipment","SST_Mean","SST_StdDev","BATHY"
211,"PRAN216",43.80485,-69.8873,"ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or float trays",12.157,13.7998959416367,-1.6679
212,"PSMI114",43.98242,-69.5645,"ShellFish, SeaVeg","Shellfish cages, soft mesh bags, and algae ropes",13.2896666666667,7.38594849955612,-3.9713
213,"PSMI214",43.98161,-69.5636,"ShellFish, SeaVeg","Shellfish cages, soft mesh bags, and algae ropes",13.3216,7.29137985961113,-4.2636
214,"PSMI314",43.98164,-69.5649,"ShellFish, SeaVeg","Shellfish cages, soft mesh bags, and algae ropes",13.2792,7.33195299649808,-4.3089
215,"PSMI414",44.03269,-69.534,"ShellFish","Upweller",8.8386,9.60301516712329,-1.5482
216,"PSTO1016",43.73432,-70.1618,"ShellFish","shellfish spat collectors and long line collectors",15.367,8.89506503629962,-12.3343
217,"PSTO514",43.84372,-69.8834,"ShellFish","Shellfish raft, spat collectors/dropper lines, tray racks, bags and trays, lantern nets",12.2475,6.58678299849257,-11.0631
218,"PSTO615",43.73771,-70.1693,"ShellFish","Shellfish rafts, associated predator nets and spat collectors, tray racks, soft mesh bags and moorings.",12.7464,5.65780490119622,-14.2373
219,"PSTO715",43.73701,-70.1696,"ShellFish","Shellfish rafts, associated predator nets and spat collectors, tray racks, soft mesh bags and moorings.",12.702,5.56358800595443,-14.2719
220,"PSTO816",43.73322,-70.1627,"ShellFish","shellfish spat collectors and long line collectors",15.42375,8.79807196208351,-11.6687
221,"PSTO916",43.73375,-70.1624,"ShellFish","shellfish spat collectors and long line collectors",15.43175,8.86107282349792,-11.669
222,"REGO214",44.40258,-68.7026,"ShellFish","Soft mesh bags, free planting on bottom, and bottom antipredator netting",24.672,NA,NA
223,"REY08",44.44288,-68.7244,"ShellFish","Floating trays & overwintering cages",20.246,NA,-0.1
224,"ROGE115",43.79481,-69.953,"ShellFish","Shellfish tray racks, soft bags, and moorings",13.0592,7.48394889524686,-3.021
225,"ROGE215",43.79495,-69.953,"ShellFish","Shellfish tray racks, soft bags, and moorings",13.0592,7.48394889524686,-3.0233
226,"ROGE315",43.79522,-69.9529,"ShellFish","Shellfish tray racks, soft bags, and moorings",13.0129,7.38862509311893,-2.6001
227,"ROGE415",43.79556,-69.9529,"ShellFish","Shellfish tray racks, soft bags, and moorings",12.9785,7.24259476599681,-2.5961
228,"RSMI116",44.44872,-68.3459,"ShellFish","collecting mussel seed on ropes",18.158,NA,-1.3551
229,"RSMI216",44.449,-68.3459,"ShellFish","collecting mussel seed on ropes",18.276,NA,-1.3812
230,"RSMI316",44.44925,-68.3458,"ShellFish","collecting mussel seed on ropes",18.397,NA,-1.3681
231,"RSMI416",44.44953,-68.3457,"ShellFish","collecting mussel seed on ropes",18.521,NA,-1.3846
232,"RVAC116",43.87619,-69.8913,"ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",12.86875,10.8656075877053,-1.4596
233,"RVAC216",43.87266,-69.8925,"ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",13.8156,9.43734969681637,-0.9068
234,"RVAC316",43.87619,-69.8911,"ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",12.86875,10.8656075877053,-1.9835
235,"RVAC416",43.87619,-69.8912,"ShellFish","shellfish tray racks and over wintering cages; soft bags, semi rigid bags, and/or floating trays",12.86875,10.8656075877053,-1.8089
236,"SBEL116",43.84583,-69.6292,"SeaVeg, Urchin","lantern nets and/or pearl nets; marine algae",15.2108571428571,6.81518125042838,-7.2038
237,"SCAN116",43.81661,-69.908,"ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",10.6276666666667,10.8793179167323,-1.8552
238,"SEW210",43.7351,-69.8479,"ShellFish","OysterGro cages, floating trays",14.4360909090909,7.07549328958124,NA
239,"SEW413",43.72715,-69.8495,"ShellFish","Oyster cages and bags",15.8311,7.55816371391331,-0.5189
240,"SEW515",43.73721,-69.8461,"ShellFish","Tray racks, soft mesh bags, and moorings.",12.8445,8.16911463378988,NA
241,"SHAW114",43.90967,-69.5674,"ShellFish","Shellfish raft",12.512,6.48574226394217,-13.1578
242,"SHAW214",43.90967,-69.5675,"ShellFish, SeaVeg","Shellfish raft",12.512,6.48574226394217,-13.8096
243,"SIM204",44.03271,-69.534,"ShellFish","Upwellers (2)",10.88575,9.74773715194113,-1.5284
244,"SIM312",43.91042,-69.8697,"ShellFish","Upwellers (2)",0.619,2.07465129600133,-0.7355
245,"SIM412",43.91036,-69.8697,"ShellFish","Upwellers (2)",0.619,2.07465129600133,-0.7355
246,"SMIT116",44.25309,-68.25622,"ShellFish","shellfish tray racks and over wintering cages, soft bags, semi rigid bags, and/or floating trays",16.237,NA,-0.156
247,"STEV108",43.78512,-70.1089,"ShellFish","ADPI bags",14.4727142857143,6.76455687818809,-0.2795
248,"STEV208",43.78512,-70.1093,"ShellFish","ADPI bags",14.4355,6.71886828554196,-0.3352
249,"STEV308",43.79422,-70.1404,"ShellFish","ADPI bags",14.1503076923077,7.44865208594387,-1.5622
250,"STEV409",44.02598,-69.6144,"ShellFish","ADPI bags and soft bags (85)",16.4553571428571,8.49899370158376,-0.1
251,"STOL114",43.8321,-69.7362,"ShellFish","Shellfish Bags",12.8574,6.90174335947085,-0.7725
252,"STOL216",43.83173,-69.737,"ShellFish","Shellfish tray racks and overwintering cages; Softbags,semi rigid bags,and/or floating trays",14.3365,7.2672747780719,-1.1499
253,"SWEN114",44.02576,-69.5411,"ShellFish","Soft Mesh Bags",14.1260666666667,8.44085358299288,-0.3253
254,"SWEN214",44.02577,-69.5411,"ShellFish","Soft Mesh Bags",14.1260666666667,8.44085358299288,-0.3253
255,"SYEN115",43.8575,-69.6639,"ShellFish","Shellfish Tray Racks, Soft Mesh Bags, and Moorings",7.2565,4.70013877454698,-2.0637
256,"TATH214",44.35695,-68.3074,"ShellFish","Upweller",7.4385,6.45234937832725,-5.6734
257,"THAR114",43.4731,-70.3653,"SeaVeg","Marine algae gear",11.86925,6.28891174463581,-9.7214
258,"TJAG116",43.77806,-70.0981,"SeaVeg","marine algae gear",13.1714,8.80098246220273,-6.1786
259,"TJAG216",43.77889,-70.0975,"SeaVeg","marine algae gear",13.3326,8.91665920061993,-6.1486
260,"TJAG316",43.78083,-70.0944,"SeaVeg","marine algae gear",13.6292,9.10128008579013,-5.5216
261,"TJAG416",43.78139,-70.0933,"SeaVeg","marine algae gear",13.392,9.06979001962008,-6.4235
262,"TOLS116",43.70418,-70.2089,"SeaVeg","marine algae gear",13.2482,8.56955913101718,-6.8935
263,"TOLS216",43.70411667,-70.20751667,"SeaVeg","marine algae gear",13.3012,8.63913445896057,-7.1543
264,"TOLS316",43.70476667,-70.18945,"SeaVeg","marine algae gear",10.88525,7.9135275478133,-12.2402
265,"TOLS416",43.70468333,-70.18945,"SeaVeg","marine algae gear",10.92425,7.94214019749505,-12.2535
266,"WHET114",43.71561,-70.1461,"ShellFish","Tray racks and soft mesh bags",10.64375,6.25605458069754,-0.2753
267,"WHIS112",43.71767,-70.1253,"ShellFish","Oyster cages (6)",12.4862727272727,7.206951562081,-0.7676
268,"WHIS213",43.7193,-70.1281,"ShellFish","Oyster cages and bags",14.8037058823529,6.51937237934667,-1.6868
269,"WHIS314",43.71762,-70.1251,"ShellFish","Tray racks and soft mesh bags",10.3098333333333,6.18341602729969,-0.5794
270,"WHIS416",43.71918,-70.1288,"ShellFish","shellfish tray racks and over wintering cages",14.526,10.3560114426356,-2.4518
271,"YENT111",43.85713,-69.6642,"ShellFish","Floating trays",14.4803333333333,7.27961386992731,-2.0833
272,"YENT214",43.86272,-69.672,"ShellFish","Longlines and dropper lines",11.4686,5.5813841447645,-4.8051
273,"YOU112",44.35583,-68.5671,"ShellFish","Upweller (one upweller 20' x 32' on two LPA license sites, YOU112 and YOU212)",7.99066666666667,8.05601032356174,NA
274,"YOU212",44.35583,-68.5671,"ShellFish","Upweller (one upweller 20' x 32' on two LPA license sites, YOU112 and YOU212)",7.99066666666667,8.05601032356174,NA
275,"YOU315",44.35423,-68.5688,"ShellFish","Shellfish tray racks and soft mesh bags",21.1,NA,NA
276,"YOU415",44.35367,-68.5698,"ShellFish","Shellfish tray racks and soft mesh bags",21.568,NA,-4.6614
